"Time_of_Day","Process_Name","PID","Operation","Path","Result","Detail"
"12:29:19.5624036 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\ProcMon\Procmon.exe","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:29:21.0740438 PM","explorer.exe","1568","CreateFile","C:\WINDOWS\system32\shell32.dll","SUCCESS","Desired Access: Generic Read, Write Attributes, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Random Access, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"12:29:21.0753065 PM","explorer.exe","1568","CreateFile","C:\WINDOWS\system32\shell32.dll","SUCCESS","Desired Access: Generic Read, Write Attributes, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Random Access, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"12:29:21.0760927 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis\desktop.ini","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"12:29:21.0763667 PM","explorer.exe","1568","CreateFile","C:\WINDOWS\system32\shell32.dll","SUCCESS","Desired Access: Generic Read, Write Attributes, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Random Access, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"12:29:21.0835392 PM","explorer.exe","1568","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"12:29:21.0835995 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"12:29:21.0836537 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"12:29:21.0837707 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"12:29:21.0839233 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"12:29:21.0840417 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"12:29:21.0842054 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:29:21.0845412 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:{4c8cc155-6c1e-11d1-8e41-00c04fb9386d}","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0846072 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0846521 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0847211 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0847625 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0848038 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0848765 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0849187 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0849592 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0850170 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0850740 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0851139 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0851665 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0852067 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0852458 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0852855 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:DocumentSummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0853249 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_DocumentSummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0853654 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:DocumentSummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0854612 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_DocumentSummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0855274 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0855676 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0856081 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0856489 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0856900 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0857456 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0857872 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0858277 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0858685 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:SebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0859082 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_SebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0859487 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:SebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0860018 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_SebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0860425 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0860831 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0861236 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0861638 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0862043 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0863172 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0863607 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0864012 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0864420 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0864823 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0865381 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0867876 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0868304 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0868711 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0869122 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0869524 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0869929 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0870457 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0870879 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0871321 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0871729 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:QebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0872122 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_QebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0872522 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:QebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0873042 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_QebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0873447 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:QebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0874142 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_QebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0874796 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:QebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0875195 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_QebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0875598 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Epgykx0vJecku24w1vbvh5k2Nh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0876131 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_Epgykx0vJecku24w1vbvh5k2Nh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0876696 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Epgykx0vJecku24w1vbvh5k2Nh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0877090 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_Epgykx0vJecku24w1vbvh5k2Nh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0877486 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:BnhqlkugBim0elg1M1pt2tjdZe","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0877883 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_BnhqlkugBim0elg1M1pt2tjdZe","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0878280 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:BnhqlkugBim0elg1M1pt2tjdZe","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0878992 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_BnhqlkugBim0elg1M1pt2tjdZe","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0879403 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:BnhqlkugBim0elg1M1pt2tjdZe","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0879799 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_BnhqlkugBim0elg1M1pt2tjdZe","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0880202 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:BnhqlkugBim0elg1M1pt2tjdZe","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:29:21.0880593 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\Email-Flooder.Win32.Achis\Email-Flooder.Win32.Achis:Docf_BnhqlkugBim0elg1M1pt2tjdZe","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
